-180,-180,-2895.228913
-180,-165,-2895.22748
-180,-150,-2895.225087
-180,-135,-2895.22193
-180,-120,-2895.218384
-180,-105,-2895.214176
-180,-90,-2895.212138
-180,-75,-2895.212513
-180,-60,-2895.212838
-180,-45,-2895.212472
-180,-30,-2895.210983
-180,-15,-2895.207744
-180,0,-2895.211274
-180,15,-2895.214497
-180,30,-2895.216762
-180,45,-2895.217809
-180,60,-2895.218007
-180,75,-2895.218232
-180,90,-2895.218999
-180,105,-2895.220565
-180,120,-2895.222737
-180,135,-2895.225473
-180,150,-2895.228007
-180,165,-2895.229211
-180,180,-2895.228913
-165,-180,-2895.230173
-165,-165,-2895.228954
-165,-150,-2895.226633
-165,-135,-2895.223393
-165,-120,-2895.219672
-165,-105,-2895.215173
-165,-90,-2895.213559
-165,-75,-2895.213984
-165,-60,-2895.21398
-165,-45,-2895.213285
-165,-30,-2895.211547
-165,-15,-2895.211195
-165,0,-2895.214285
-165,15,-2895.217059
-165,30,-2895.2189
-165,45,-2895.219676
-165,60,-2895.219719
-165,75,-2895.219912
-165,90,-2895.220672
-165,105,-2895.222057
-165,120,-2895.223948
-165,135,-2895.226454
-165,150,-2895.228857
-165,165,-2895.23021
-165,180,-2895.230173
-150,-180,-2895.230086
-150,-165,-2895.228972
-150,-150,-2895.226659
-150,-135,-2895.223377
-150,-120,-2895.219669
-150,-105,-2895.215106
-150,-90,-2895.214163
-150,-75,-2895.21433
-150,-60,-2895.214016
-150,-45,-2895.212884
-150,-30,-2895.210675
-150,-15,-2895.21318
-150,0,-2895.215888
-150,15,-2895.218191
-150,30,-2895.219677
-150,45,-2895.220251
-150,60,-2895.220318
-150,75,-2895.220561
-150,90,-2895.221301
-150,105,-2895.222469
-150,120,-2895.224027
-150,135,-2895.226247
-150,150,-2895.22862
-150,165,-2895.230007
-150,180,-2895.230086
-135,-180,-2895.228756
-135,-165,-2895.227456
-135,-150,-2895.225059
-135,-135,-2895.221852
-135,-120,-2895.218454
-135,-105,-2895.214372
