path_exists,path_length,height,total_cost,smoothness,max_step
True,97,0.33245474376713047,0.3975588908058365,0.031224386437659624,0.00881655565455311
True,159,0.3388792991455269,0.5162517420267961,0.09296982566480874,0.00881655565455311
True,94,0.33337280967277916,0.36201631790710914,0.028152401560200324,0.008569832207026978
True,147,0.25589034542483136,0.2687538862205492,0.042996786769606055,0.004212392220040058
True,130,0.2469312599345376,0.2475749836227486,0.0294730979135496,0.004212392220040058
True,101,0.2338655359686714,0.24638230039976383,0.030636991467768954,0.00560908929059914
True,173,0.35890146618154034,0.4567636884831288,0.15035148511928154,0.009065570916756527
True,102,0.10859406297360939,0.19369892545518475,0.07965688115472466,0.0059485250495345116
True,9,0.0015499648276212008,0.0015499648276212008,0.0005838068195659033,0.0003416372949853232
True,105,0.33245474376713047,0.38939982616527624,0.04388761342082165,0.00881655565455311
True,149,0.33245474376713047,0.3975588908058365,0.1651212454072589,0.012344224892353262
True,83,0.16807493289179473,0.23658047219590736,0.043601605037937224,0.007403373884410425
True,130,0.0919220395408531,0.19263269074686773,0.08203566643046256,0.0037786092795010773
True,205,0.11710467798681207,0.3422183947626311,0.10910654788176824,0.0054282667985856015
True,191,0.11384394636959899,0.33895766314541803,0.10353398103402345,0.0060019075464927685
True,143,0.16172763143656932,0.3056169422048268,0.05591482847895399,0.00771134227287662
True,149,0.08738601405751295,0.261754038384408,0.0651263628414615,0.004142577868958441
True,195,0.314685565775882,0.39157228685219925,0.12030958661606367,0.006877299072190757
True,131,0.3340047085947517,0.39910885563345766,0.11550723170512975,0.01052057571929757
True,12,0.00815906464056021,0.00815906464056021,0.0017207097333977184,0.0011115837317316468
True,172,0.3388792991455269,0.5162517420267961,0.2274469959345709,0.0136357428815852
True,68,0.16807493289179473,0.23658047219590736,0.027098058188303936,0.007260602084428525
True,164,0.1914914331285352,0.31132554196782747,0.09678091600927344,0.007260602084428525
True,205,0.2173115499372126,0.4126957620339209,0.10043162985814197,0.006233704721510941
True,190,0.2173115499372126,0.3973327869478499,0.08517210299002168,0.006233704721510941
True,180,0.21529519983340592,0.42430979342578656,0.07094362065668669,0.00771134227287662
True,78,0.1433035935586385,0.19334914637806752,0.03228923575293677,0.006233704721510941
True,229,0.3153900986534929,0.510265138073159,0.1297837511311966,0.007260602084428525
True,188,0.3404292639731481,0.5178017068544174,0.22864748186151085,0.0136357428815852
True,81,0.16807493289179473,0.22842140755534715,0.028608737037106785,0.007260602084428525
True,234,0.33337280967277916,0.36201631790710914,0.07306851816471849,0.004227497109739742
True,134,0.0919220395408531,0.19263269074686773,0.06500404722000458,0.004398465238697691
True,196,0.1914914331285352,0.31132554196782747,0.13977113382615022,0.009937539359798159
True,72,0.11663928439455323,0.17157607197977082,0.04223715965403432,0.007673178724831364
True,54,0.11337855277734016,0.16831534036255774,0.03496195998447227,0.007673178724831364
True,67,0.13831731748608778,0.19441945448433123,0.06914427545371035,0.011008845220092656
True,101,0.16534217568155052,0.28699429380460373,0.06869096461741836,0.0058042907306363745
True,202,0.30988360918074515,0.33852711741507513,0.11185406616545342,0.006610645697881196
True,234,0.33492277450040037,0.36356628273473035,0.09213152260886265,0.004227497109739742
True,142,0.08376297490029289,0.18447362610630752,0.0776672742031666,0.0037786092795010773
True,202,0.25589034542483136,0.2687538862205492,0.08744477081487892,0.0036687326770749873
True,205,0.11710467798681207,0.3422183947626311,0.09415680001161161,0.008231901068693148
True,217,0.2173115499372126,0.4126957620339209,0.13119896449766422,0.00699043883218875
True,72,0.11663928439455323,0.17157607197977082,0.03670024504459182,0.008231901068693148
True,21,0.012863540795717832,0.022466349974222588,0.01550818911100374,0.002758825437001289
True,85,0.034541573887252375,0.10450836486784204,0.05786455697758974,0.00590786849738692
True,155,0.13790594974452364,0.2923807093226494,0.15959289307120608,0.005648290329183903
True,177,0.23240114493279734,0.24526468572851515,0.10234296166366144,0.006002815972604256
True,207,0.25744031025245256,0.2703038510481704,0.09230902671978562,0.0036687326770749873
True,213,0.11710467798681207,0.3340593301220709,0.10682002699477364,0.008231901068693148
True,185,0.2469312599345376,0.2475749836227486,0.0765305716104982,0.0036687326770749873
True,192,0.11384394636959899,0.33895766314541803,0.11034912441778594,0.011315404929610418
True,206,0.2173115499372126,0.3973327869478499,0.12559951405050954,0.00699043883218875
True,59,0.11337855277734016,0.16831534036255774,0.05289256945076615,0.011315404929610418
True,21,0.012863540795717832,0.022466349974222588,0.01430580409429788,0.0028415219401681235
True,68,0.031266960609364514,0.08332946227004145,0.05075129860997954,0.00590786849738692
True,142,0.13104606553034032,0.27669753632496513,0.1496029821031965,0.005648290329183903
True,161,0.2234420594425036,0.2240857831307146,0.09597837229186634,0.006002815972604256
True,189,0.2484812247621588,0.2491249484503698,0.0888607314224917,0.0036687326770749873
True,200,0.11384394636959899,0.3307985985048578,0.12301235140094796,0.011315404929610418
True,170,0.2338655359686714,0.24638230039976383,0.08596628980245839,0.004196648712109452
True,144,0.16172763143656932,0.3056169422048268,0.04973351228001552,0.00771134227287662
True,209,0.21529519983340592,0.42430979342578656,0.11410911326920797,0.0081070105920579
True,69,0.13831731748608778,0.19441945448433123,0.07121606632730967,0.008165208943650415
True,86,0.034541573887252375,0.10450836486784204,0.06509154483281193,0.00590786849738692
True,68,0.031266960609364514,0.08332946227004145,0.05127318326492494,0.00590786849738692
True,124,0.18066355500342296,0.33618355983878684,0.07743918809035125,0.010062175855653444
True,146,0.2103763354766374,0.22289309990772982,0.10541409048382652,0.006002815972604256
True,174,0.23541550079629261,0.24793226522738504,0.09829644961445189,0.004196648712109452
True,134,0.16172763143656932,0.2974578775642666,0.08818514307086353,0.00771134227287662
True,225,0.35890146618154034,0.45676368848312887,0.11251150681767969,0.007787615302272011
True,146,0.08738601405751295,0.261754038384408,0.06151342518246283,0.004307051916673965
True,75,0.1433035935586385,0.19334914637806752,0.044819097922713075,0.008610851981215972
True,131,0.16534217568155052,0.28699429380460373,0.08076646127289905,0.009130434026180134
True,151,0.13790594974452364,0.2923807093226494,0.07606749281222844,0.005324622734756257
True,136,0.13104606553034032,0.27669753632496513,0.05923925949244241,0.005466050452414883
True,125,0.18066355500342296,0.3361835598387869,0.05385634336361969,0.008189336504551059
True,193,0.33541226568950633,0.4332744879910948,0.1512970548184146,0.007787615302272011
True,225,0.36045143100916155,0.45831365331075,0.13157451126182385,0.007787615302272011
True,159,0.08738601405751295,0.2535949737438478,0.06302410403126568,0.004142577868958441
True,90,0.10859406297360939,0.19369892545518475,0.04329809425975531,0.006601333547643223
True,167,0.314685565775882,0.39157228685219925,0.06248088888896634,0.006877299072190757
True,218,0.3153900986534929,0.5102651380731589,0.12276137609544645,0.010489020327166643
True,166,0.30988360918074515,0.33852711741507513,0.05314675084043298,0.006601333547643223
True,118,0.23240114493279734,0.24526468572851517,0.0400794828807358,0.006833658785643987
True,101,0.2234420594425036,0.2240857831307146,0.026555794024679353,0.006833658785643987
True,82,0.2103763354766374,0.22289309990772982,0.03769113100248979,0.006601333547643223
True,109,0.33541226568950633,0.4332744879910948,0.11797134605415475,0.009643673992418528
True,94,0.11014402780123059,0.19524889028280595,0.05562825407174881,0.006601333547643223
True,172,0.314685565775882,0.383413222211639,0.07575623213175191,0.006877299072190757
True,9,0.0015499648276212008,0.0015499648276212008,0.000463979154956222,0.00029164319915937385
True,101,0.3340047085947517,0.39910885563345766,0.05065006959218453,0.00881655565455311
True,150,0.3404292639731481,0.5178017068544174,0.14033253229493176,0.010158476551843904
True,103,0.33492277450040037,0.36356628273473035,0.03528130519332288,0.008569832207026978
True,142,0.25744031025245256,0.2703038510481704,0.0519202677115916,0.004199878466073961
True,125,0.2484812247621588,0.24912494845036978,0.03839657885553514,0.004199878466073961
True,95,0.23541550079629261,0.24793226522738507,0.035065123773218125,0.00560908929059914
True,165,0.36045143100916155,0.45831365331075,0.14733365432475393,0.008866600112146461
True,97,0.11014402780123059,0.19524889028280595,0.08526861488770132,0.0059485250495345116
True,109,0.3340047085947517,0.39094979099289745,0.06331329657534655,0.00881655565455311
True,127,0.33245474376713047,0.38939982616527613,0.1563694602878895,0.01384697975878904
True,14,0.00815906464056021,0.00815906464056021,0.003079008407810946,0.000980520070059443
True,95,0.16807493289179473,0.22842140755534715,0.050189505751903535,0.007403373884410425
